label,text
1,the internet will make you think these bitches are who they re actually not 
1,this amish bitch was rockin gucci and her man was smokin a e cig smh fake ass amish ass bish 
1,da house next door to me been sold to honkies
1, clicquotsuave lmaooooooooooo this nigga krillz nuh care t co aanpsujmyi lt bitch want likes for some depressing shit foh
1,rt sarcasmleague back in elementary school when you were line leader everybody else was your bitch 
2,anyone want some absolutely amazing and deliciously fresh perfect monkey bread 
1,rt dixiealley tonyjrodriguez wolfvanhalen not a fob fan nor in the know but fuck you fatty is a poor argument for anything after th 
1,rt skinnykenny sqquad when a fat bitch want you and a skinny bitch can t cook nothin for you these hoes ain t hungry do 
1,you a hoe nigga forreal
1,be a girl with a mind a bitch with an attitude and a lady with class 
1,i just herd the most random and creepiest sound da fuck is going on outside my windows i m not looking out that bitch 
1,i swear bitches wouldn t have nothing to worry about but they don t know how to shut the fuck up 
1, tabather s so was i cunt welcome to twitter
1,rt torahblaze sonofyahweh hell yea i don t know what s wrong w the brothas that love these cave hoes so damn much stopitnow
2,basically gop romney right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers 
1,that bitch called on thor for some strength rt chubbygirlgod wait t co uaf jyioi 
1, renegademo fat hoes get chose lol
1,light skin girls is the biggest hoes 
1, karlamorenoo aha your welcome niggah 
1, corybandz having one loyal female is wayyyyy better than having hoes idc 
1, alesiahenderson wat a faggot
0,rt woody afc i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife 
1,fuck this bitch idc tgif
1,let the niccas feel on her booty lmaort optimusprime take her to the hood were they do most good
2, theangryafrican kiyxni i don t think he can beat mayweather but he s far from trash unlike floyd he actually put maidana down 
2,these are insane and cigars trash foam done bumped his head rt foamwright these are insane like so insane t co umpdoeorz
1,if she a hoe i m a hoe 
1,rt chanelpuke me goodnight moon moon goodnight lil bitch
1, keirranicolee i didn t know you was following me hoe 
1,s o to the fine bitch at walmart just now melted me at the ankles 
1, wfopitei eat shit who are you working for you nappy bitch 
1, uhcokee he s just a cunt and nobody likes him he should choke on shit
1, geezuss ur fucken lame bitch 
1,bitch fuk wat a hater gotta say brickk ent ya bitch t co huqvanuwxh
0,or the teach might get u got rt abstraktalante i really hate a disrespectful ass bitch in class the professor is talking you stfu bitch 
1,rt mzs fibadazz j rellz only bitch round here is the one i m tweet n 
2, darealalexinla buckm se he wasn t training gook boy doe
1,fuck fleeto like id cut you cunts up 
1,they made me put on basketball shorts now i look like a confused dyke mosh warrior
1,one of my nigs hollered at cici ima keep it low key tho on which one it was lol
1, leelucas bitch that s why i m bouta go to waffle
1,even tho i killed a pussy nigga i hope he go to heaven young thug 
1,all you bitches thirsty hella worried about ig
2, heatherelisep and plus it s trash talk you should know that especially with ole miss 
1,rt mshomicide i got hoes i got hella hoes 
1, dani crocker there was also no need for her to be a cunt and act like she s something special it wasn t unprovoked 
1, naramy nah that shit gets me heated i have the smartest mouth and know what i m doing and get called a retard i m done playing games
2, evan p grant i can only hope charlie strong utcoach
1, pacific tomb yeah us crackers are the devil 
0, sramirez it s goldbar dumb bitch and no my dad wouldn t pick you up he doesn t like faggots like you 
1,every day i wake up celebrating why i just dodged a bullet from a crazy bitch 
1,rt sadiiex x nwts answer you phone hoe i heard boutcha
1,i like good weed i like bad bitches that can roll it 
1,commentators bitch at bird for sliding but port guys do it to buddy and it s buddy s fault 
2, jethromass photo t co cxrs bvhpw he is in sole heaven
1, mtbornnard it s got good mojo for sure paybacks a bitch
1,rt chillvitooo killswitch nigga damn s t co m gexesuag lmfao dej loaf got all these bitches getting tryed 
1,still waiting for oomf to hit that hoe lololol
1,when drake got your ex bitch amp the one you tryna move on w it s time to call amp give it a up
2, agie sweet vedantebreh travelnevada try visiting thewashoeclub at night for a real spook 
1,i ll be that lmao rt koolassk markus a pussy
1, highclasscapri what evaittakes lmao definitely not i was bout to say don t front bitch that shit a freeway
2,trash rt vibemagazine can the notorious b i g s son cj wallace rap watch amp vote here t co kzjj nqpp t co wownc a p
1, kieffer jason idgaf what your name is scary ass give me a real address hoe
1,brag bout your hoes you prolly get to no pussy 
2,lmao joe was calling whitehouse offering advice yeah the president cares what a disgraced former redneck house guy from fl says morningjoe
1,rt mikey d this sam guy is a fucking pussy 
1,porn android iphone ipad sex xxx ebony ebony texas bbw with big deep pussy t co dbbxsow m 
1,gansitos are atg beaner candy
1,a hoe gonna be a hoe regardless
1,rt oz lito stblocjeremiah ctfu hell yea yo bitch ever got out 
1,eww i hate how bitches dress sometimes
2,the beautiful fairy pools near glenbrittle on the isle of skye scotland t co cyi xsvn 
1,the bitch official though dick harder than a missile yo
1,shut the fuck up and quit being such a pussy hahahah
2, peterdavidsonii at some point we need to discuss how delicious the vegan brownie from busboysandpoets on u st tastes 
0, sarahvicwood im going to murder that fucking cunt
1, kayliefarmer hey fuk them hoes they prolly already have it
1, misscleobb rachelereilly brendonvbb it sucks rachels sister is such a snobby bitch n rach is so nice cant stand elissa so snutty
1,i will eat these hoes alive t co r lw kkfr 
1,i got a spanish bitch her name nina paranoid
1, alleyesonkie real rap fucked that bitch lay up for the day that s really disrespectful like bitch u couldn t feel the throw up coming 
1,rt estradax money is the baddest bitch i know
0, soldier eaodgrn i don t give a flying fuck what a teabagger piece of human garbage like you thinks 
1,can t let nobody play my gta bitches like using up all ya ammo n gettin ya dude kilt by the cops
2,how is angry birds the movie going to work they re just floating bird heads 
1,s o to this hoe tonight ol hating ass t co hit tyz
1,rt stephghost rt idntwearcondoms come somebody please get me a ps willing to eat pussy for it if need be 
1,rt imjustvee ever wanna text somebody and be like bitch die i hope you don t wake up you low down dirty muthafxcka 
1,your pussy hella tight took me an hour to slide in that mothafucka flaidfirnruht cannon quote and i ll compliment you 
1, maddieevaans u call ur bestie a bitch i m guessing she s a dog that barks too much
2,i sho do miss my uncle tom
1,rt allknowa we all know a bitch named natalie
1,happy friday bitches kimorablac t co skpkf fgne
2,first key club trash pick up with the freshman tbt t co rplxlayloj
2, towherever yay im a whitey 
1,i know outback when i see outback hoe 
1,rt woohdakidd shane a am i wrong fa laughin at dem niccas on st who be cryin n the interrogation room hell noooo pussy ass n 
0, my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife 
1,it s to many hoes tryna act like the wifey type 
0,phillip rivers look like he almost wants to call dude a nigger for that bad play
1, patarnold that hoe over there
1,shoot that nigga amp his shorty bitch 
1, justlove nohate me noindirect whole hoe outchea 
1,shut the fuck up you fucking cunt 
1,rt watdafckyoumean can t give these hoes a inch cuz they ll try to take mile
1,i m on my fuck that bitch shit
2, krbfarms cornfrmr homemade angel food yellow cake with half inch chocolate frosting devil s food to die for pecan pie
0, wyattnuckels grizzboadams shut the fuck up fag ill beat the shit outta you
1,say it s all about the hoes when it s all about ou even when i m with my hoes i tell em all about you
1,send me an emojii and i ll tweet why your a pussy t co zizfh ffrd
2,goodbye x young dolph featuring trinidad james amp shy glizzy
1, wyattnuckels shut up niglet
1,rt katmurda i am so nice but i m such a bitch hard explain
2,or don t vote for the cripple amirite bigot mt dawnnadukes vote votewendydavis for governor of texas t co lnaew ccod
1,this nigguh really tried to fight me on the bus over a grape kool aid jammer 
1,you gotta understand that these bitches are childish
2,anybody want to take me to pollo 
1, darth snuff i d sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that
0,rt jasminee gamboa hoes will be hoes 
2,rt manstagram when i make the paper ball into the trash can t co m w n zbt
1, sramirez i miss you too faggot t co vkyjgriiff
1,this bitch is nasty
2, danifreshh some weird local ghetto school haha
2,my oriental gallery blog the new land of free enterprise t co pz t z
1, teampowerstroke hoes will be hoes nothing but something guys just dispose truthbetold
1,rt taste my lips say dat shit again rt thoughtsofrandy bad bitches hate broke niggaz but you knew that already 
2,joba chamberlain looks like a homeless guy that won a contest yankees
2,rt uncleblazer yo mama so ghetto she uses cigarette butts as q tips
1,she talkin shit that bitch look like a linebacker messinwithsasquach
1,tweetlikeyourbestfriend i made out with bitches lilkrebs
1, cristiannt bitch i back shit up fuck nigga
2,sweet jesus morningjoe are you going to split screen rep james clyburn amp charlie daniels at the same time morningjoe
